id,address,city,state,phone_number,is_subscribed,created_at,updated_at,user_id
211,098 Fairfield Pass,Birmingham,Alabama,2051215602,f,2022-10-06 00:00:00+05:30,2022-03-09 00:00:00+05:30,211
212,85551 Service Alley,Birmingham,Alabama,2053418395,t,2022-06-01 00:00:00+05:30,2022-12-11 00:00:00+05:30,212
213,3388 Hoffman Way,Mobile,Alabama,2517342948,t,2022-06-30 00:00:00+05:30,2022-05-17 00:00:00+05:30,213
214,90 Bellgrove Circle,Montgomery,Alabama,3345244801,t,2022-10-29 00:00:00+05:30,2022-05-29 00:00:00+05:30,214
215,4 Lakeland Lane,Birmingham,Alabama,3349844976,t,2022-03-24 00:00:00+05:30,2022-07-19 00:00:00+05:30,215
216,302 Victoria Hill,Birmingham,Alabama,2057223772,t,2022-04-16 00:00:00+05:30,2022-09-28 00:00:00+05:30,216
217,443 Monterey Place,Birmingham,Alabama,2054274692,f,2022-12-23 00:00:00+05:30,2022-10-22 00:00:00+05:30,217
218,163 Coleman Hill,Huntsville,Alabama,2562148519,f,2022-07-29 00:00:00+05:30,2022-11-20 00:00:00+05:30,218
219,161 Hintze Trail,Anniston,Alabama,2565365761,t,2022-05-22 00:00:00+05:30,2023-02-05 00:00:00+05:30,219
220,87854 Holy Cross Circle,Huntsville,Alabama,2561635402,t,2022-07-09 00:00:00+05:30,2022-03-20 00:00:00+05:30,220
221,8143 Raven Alley,Birmingham,Alabama,2053925978,f,2022-11-04 00:00:00+05:30,2023-02-22 00:00:00+05:30,221
222,35 Bultman Lane,Huntsville,Alabama,2561000293,f,2022-09-08 00:00:00+05:30,2022-10-12 00:00:00+05:30,222
223,9322 Jenifer Hill,Montgomery,Alabama,3341258496,t,2022-08-17 00:00:00+05:30,2022-12-06 00:00:00+05:30,223
224,362 Sauthoff Park,Montgomery,Alabama,3348744511,t,2022-12-18 00:00:00+05:30,2022-09-29 00:00:00+05:30,224
225,502 Hovde Avenue,Huntsville,Alabama,2564467642,f,2022-06-20 00:00:00+05:30,2023-02-22 00:00:00+05:30,225
226,1 Sachs Road,Birmingham,Alabama,2053774009,t,2022-09-21 00:00:00+05:30,2022-06-24 00:00:00+05:30,226
227,7 Westend Park,Birmingham,Alabama,2051394010,f,2023-01-07 00:00:00+05:30,2022-05-13 00:00:00+05:30,227
228,7572 Lakewood Way,Birmingham,Alabama,2052147212,t,2023-02-16 00:00:00+05:30,2023-02-27 00:00:00+05:30,228
229,551 Forest Center,Birmingham,Alabama,2054786104,f,2022-08-02 00:00:00+05:30,2022-07-02 00:00:00+05:30,229
230,2 Cambridge Park,Mobile,Alabama,2512911497,t,2022-05-05 00:00:00+05:30,2022-09-05 00:00:00+05:30,230
231,65 Tomscot Court,Birmingham,Alabama,2052374743,f,2022-12-15 00:00:00+05:30,2022-09-14 00:00:00+05:30,231
232,1519 Center Parkway,Montgomery,Alabama,3341567464,t,2023-03-04 00:00:00+05:30,2022-06-02 00:00:00+05:30,232
233,23979 Bashford Drive,Mobile,Alabama,2511501074,f,2023-01-23 00:00:00+05:30,2022-08-24 00:00:00+05:30,233
234,0461 Kennedy Court,Montgomery,Alabama,3341822208,t,2022-08-05 00:00:00+05:30,2022-12-08 00:00:00+05:30,234
235,09707 Anderson Center,Anniston,Alabama,2566323412,t,2022-12-31 00:00:00+05:30,2022-08-16 00:00:00+05:30,235
236,705 Memorial Way,Tuscaloosa,Alabama,2052706625,t,2022-05-29 00:00:00+05:30,2022-05-02 00:00:00+05:30,236
237,9 Scofield Alley,Montgomery,Alabama,3342163395,t,2022-10-28 00:00:00+05:30,2023-02-10 00:00:00+05:30,237
238,18 Hauk Crossing,Huntsville,Alabama,2565571734,f,2022-08-26 00:00:00+05:30,2022-09-15 00:00:00+05:30,238
239,92 Fair Oaks Alley,Mobile,Alabama,2517159607,f,2022-04-03 00:00:00+05:30,2022-07-12 00:00:00+05:30,239
240,174 Algoma Park,Birmingham,Alabama,2057644568,f,2022-07-31 00:00:00+05:30,2022-10-13 00:00:00+05:30,240
241,125 Thompson Lane,Huntsville,Alabama,2564993199,t,2022-09-14 00:00:00+05:30,2022-08-22 00:00:00+05:30,241
242,4780 Forest Crossing,Tuscaloosa,Alabama,2052601849,f,2022-12-18 00:00:00+05:30,2022-08-06 00:00:00+05:30,242
243,91 Warbler Way,Mobile,Alabama,2517500009,t,2022-07-19 00:00:00+05:30,2022-11-18 00:00:00+05:30,243
244,9623 Victoria Trail,Mobile,Alabama,2511974273,f,2022-03-13 00:00:00+05:30,2022-09-30 00:00:00+05:30,244
245,59022 Graceland Court,Birmingham,Alabama,2056875486,t,2022-08-24 00:00:00+05:30,2023-01-29 00:00:00+05:30,245
246,2 Commercial Junction,Huntsville,Alabama,2568339595,f,2022-09-24 00:00:00+05:30,2022-05-02 00:00:00+05:30,246
247,76 Commercial Parkway,Mobile,Alabama,2516809029,f,2022-04-01 00:00:00+05:30,2023-01-18 00:00:00+05:30,247
248,9 Duke Pass,Mobile,Alabama,2514286148,t,2022-12-08 00:00:00+05:30,2023-02-18 00:00:00+05:30,248
249,578 Westend Court,Birmingham,Alabama,2058302747,t,2023-02-07 00:00:00+05:30,2023-01-13 00:00:00+05:30,249
250,19584 Fair Oaks Trail,Huntsville,Alabama,2564816062,f,2023-02-05 00:00:00+05:30,2022-05-02 00:00:00+05:30,250
251,87 Caliangt Place,Mobile,Alabama,2517433137,t,2022-06-08 00:00:00+05:30,2022-08-15 00:00:00+05:30,251
252,5748 Bluestem Plaza,Mobile,Alabama,2515975029,f,2022-09-30 00:00:00+05:30,2022-10-15 00:00:00+05:30,252
253,19 Banding Hill,Huntsville,Alabama,2567599437,t,2022-12-24 00:00:00+05:30,2022-03-31 00:00:00+05:30,253
254,3 Lillian Alley,Mobile,Alabama,2513410145,t,2022-08-13 00:00:00+05:30,2023-02-01 00:00:00+05:30,254
255,00522 Hovde Place,Mobile,Alabama,2514579902,f,2022-10-28 00:00:00+05:30,2022-04-06 00:00:00+05:30,255
256,37112 Northfield Point,Huntsville,Alabama,2569639648,f,2022-03-16 00:00:00+05:30,2022-12-27 00:00:00+05:30,256
257,964 Manley Pass,Montgomery,Alabama,3341303177,f,2023-02-16 00:00:00+05:30,2022-07-02 00:00:00+05:30,257
258,65851 Hazelcrest Plaza,Birmingham,Alabama,2055436573,t,2022-09-14 00:00:00+05:30,2022-07-30 00:00:00+05:30,258
259,514 Summer Ridge Junction,Birmingham,Alabama,2055643230,f,2022-09-16 00:00:00+05:30,2023-02-10 00:00:00+05:30,259
260,54 Scofield Place,Huntsville,Alabama,2565626138,t,2022-11-26 00:00:00+05:30,2022-11-24 00:00:00+05:30,260
261,5186 American Park,Birmingham,Alabama,2051953890,t,2022-11-16 00:00:00+05:30,2022-07-03 00:00:00+05:30,261
262,898 Macpherson Pass,Montgomery,Alabama,3341457918,t,2022-04-18 00:00:00+05:30,2022-04-14 00:00:00+05:30,262
263,815 Sauthoff Alley,Mobile,Alabama,2518464394,t,2022-04-01 00:00:00+05:30,2022-04-10 00:00:00+05:30,263
264,496 Randy Road,Birmingham,Alabama,2059710390,t,2022-10-12 00:00:00+05:30,2022-06-26 00:00:00+05:30,264
265,9 Express Avenue,Birmingham,Alabama,2058563387,f,2023-01-21 00:00:00+05:30,2022-12-23 00:00:00+05:30,265
266,9 Linden Street,Tuscaloosa,Alabama,2055640075,f,2022-08-22 00:00:00+05:30,2022-05-17 00:00:00+05:30,266
267,7863 International Avenue,Huntsville,Alabama,2563539212,t,2022-12-27 00:00:00+05:30,2022-12-25 00:00:00+05:30,267
268,5488 Barby Plaza,Montgomery,Alabama,3343169491,t,2022-11-05 00:00:00+05:30,2022-08-23 00:00:00+05:30,268
269,4551 Forest Run Center,Tuscaloosa,Alabama,2053884496,f,2022-05-14 00:00:00+05:30,2022-06-07 00:00:00+05:30,269
270,234 Boyd Terrace,Birmingham,Alabama,2055184298,f,2022-12-08 00:00:00+05:30,2022-06-02 00:00:00+05:30,270
271,1 Browning Parkway,Birmingham,Alabama,2057007058,t,2023-02-26 00:00:00+05:30,2022-10-30 00:00:00+05:30,271
272,12811 Scott Junction,Mobile,Alabama,2516316623,f,2023-02-04 00:00:00+05:30,2023-01-06 00:00:00+05:30,272
273,555 Mariners Cove Crossing,Huntsville,Alabama,2562810784,f,2022-12-26 00:00:00+05:30,2022-03-16 00:00:00+05:30,273
274,315 Pond Junction,Mobile,Alabama,2515705363,t,2023-02-17 00:00:00+05:30,2022-06-19 00:00:00+05:30,274
275,8329 Riverside Circle,Huntsville,Alabama,2564196971,f,2022-12-04 00:00:00+05:30,2022-05-22 00:00:00+05:30,275
276,6 Miller Terrace,Montgomery,Alabama,3343441568,t,2022-06-08 00:00:00+05:30,2023-02-28 00:00:00+05:30,276
277,9 Portage Road,Montgomery,Alabama,3347143865,f,2023-01-06 00:00:00+05:30,2023-01-15 00:00:00+05:30,277
278,014 Chive Pass,Gadsden,Alabama,2563500516,f,2023-03-05 00:00:00+05:30,2022-07-22 00:00:00+05:30,278
279,9 Nevada Circle,Birmingham,Alabama,3343932069,t,2022-10-30 00:00:00+05:30,2022-05-06 00:00:00+05:30,279
280,143 Kipling Trail,Mobile,Alabama,2512449682,f,2022-03-11 00:00:00+05:30,2022-07-16 00:00:00+05:30,280
281,80 Moose Drive,Montgomery,Alabama,3346585945,f,2022-10-29 00:00:00+05:30,2023-03-06 00:00:00+05:30,281
282,68 Southridge Point,Birmingham,Alabama,2056788068,t,2022-08-07 00:00:00+05:30,2023-01-19 00:00:00+05:30,282
283,6251 Gerald Parkway,Montgomery,Alabama,3348758791,f,2022-11-26 00:00:00+05:30,2022-08-28 00:00:00+05:30,283
284,0733 Heffernan Center,Mobile,Alabama,2511905119,f,2022-09-04 00:00:00+05:30,2022-06-28 00:00:00+05:30,284
285,9 Hovde Parkway,Birmingham,Alabama,2057030465,t,2022-10-24 00:00:00+05:30,2022-07-17 00:00:00+05:30,285
286,43684 Nancy Junction,Montgomery,Alabama,3342743837,t,2022-07-10 00:00:00+05:30,2022-03-14 00:00:00+05:30,286
287,71231 Kings Pass,Mobile,Alabama,2514892792,f,2022-07-27 00:00:00+05:30,2022-05-09 00:00:00+05:30,287
288,671 Aberg Way,Mobile,Alabama,2516969858,f,2022-04-20 00:00:00+05:30,2023-01-08 00:00:00+05:30,288
289,1473 Kensington Alley,Mobile,Alabama,2513929439,f,2022-03-18 00:00:00+05:30,2022-03-27 00:00:00+05:30,289
290,325 Fuller Park,Birmingham,Alabama,2056313003,t,2022-09-29 00:00:00+05:30,2022-08-18 00:00:00+05:30,290
291,236 Crest Line Center,Tuscaloosa,Alabama,2055310605,f,2022-07-11 00:00:00+05:30,2022-07-16 00:00:00+05:30,291
292,102 Roth Trail,Mobile,Alabama,2519546304,t,2022-11-19 00:00:00+05:30,2023-02-02 00:00:00+05:30,292
293,1 Prairie Rose Drive,Tuscaloosa,Alabama,2055109260,t,2022-12-12 00:00:00+05:30,2022-08-16 00:00:00+05:30,293
294,80 Shelley Alley,Montgomery,Alabama,3348889830,f,2022-04-15 00:00:00+05:30,2023-01-12 00:00:00+05:30,294
295,433 Miller Place,Mobile,Alabama,2514555411,f,2023-02-24 00:00:00+05:30,2022-07-29 00:00:00+05:30,295
296,3503 Charing Cross Point,Mobile,Alabama,2519201369,t,2022-12-12 00:00:00+05:30,2022-08-08 00:00:00+05:30,296
297,46 Memorial Point,Mobile,Alabama,2519998225,f,2023-03-06 00:00:00+05:30,2022-07-29 00:00:00+05:30,297
298,84411 Nelson Park,Mobile,Alabama,2517354166,t,2022-04-08 00:00:00+05:30,2022-06-18 00:00:00+05:30,298
299,530 Spenser Way,Montgomery,Alabama,3347373982,f,2022-07-28 00:00:00+05:30,2022-09-26 00:00:00+05:30,299
300,0 Muir Alley,Birmingham,Alabama,2058098026,t,2022-09-21 00:00:00+05:30,2022-08-03 00:00:00+05:30,300
301,07677 Mosinee Drive,Birmingham,Alabama,2055985836,t,2022-09-14 00:00:00+05:30,2022-12-03 00:00:00+05:30,301
302,2337 Fairview Parkway,Mobile,Alabama,2513764536,t,2022-12-23 00:00:00+05:30,2022-10-20 00:00:00+05:30,302
303,5396 Sutherland Trail,Birmingham,Alabama,2054618788,t,2022-05-29 00:00:00+05:30,2022-10-15 00:00:00+05:30,303
304,0 Anzinger Lane,Tuscaloosa,Alabama,2056498711,f,2022-08-20 00:00:00+05:30,2023-02-02 00:00:00+05:30,304
305,89036 Weeping Birch Junction,Birmingham,Alabama,2057993959,f,2022-10-12 00:00:00+05:30,2022-08-23 00:00:00+05:30,305
306,47 Columbus Trail,Birmingham,Alabama,2056374149,t,2022-10-09 00:00:00+05:30,2022-10-12 00:00:00+05:30,306
307,902 Little Fleur Junction,Montgomery,Alabama,3345229283,t,2022-09-06 00:00:00+05:30,2022-09-08 00:00:00+05:30,307
308,1 Pond Terrace,Birmingham,Alabama,2059614729,t,2023-01-21 00:00:00+05:30,2022-10-02 00:00:00+05:30,308
309,2 Northport Circle,Montgomery,Alabama,3347292075,f,2022-07-25 00:00:00+05:30,2022-11-21 00:00:00+05:30,309
310,12797 Vernon Pass,Huntsville,Alabama,2569371939,t,2022-12-25 00:00:00+05:30,2022-12-10 00:00:00+05:30,310
311,9782 Knutson Circle,Mobile,Alabama,2511885070,f,2022-12-29 00:00:00+05:30,2022-05-06 00:00:00+05:30,311
312,85796 Shelley Alley,Montgomery,Alabama,3343325504,f,2023-02-08 00:00:00+05:30,2022-11-23 00:00:00+05:30,312
313,8654 Westend Plaza,Birmingham,Alabama,2052272531,t,2023-01-11 00:00:00+05:30,2022-08-24 00:00:00+05:30,313
314,4134 Westerfield Terrace,Tuscaloosa,Alabama,2053159822,t,2022-09-02 00:00:00+05:30,2022-10-09 00:00:00+05:30,314
315,431 Emmet Hill,Huntsville,Alabama,2568755656,f,2022-03-15 00:00:00+05:30,2022-08-29 00:00:00+05:30,315
316,8 Johnson Lane,Mobile,Alabama,2514382619,t,2022-04-11 00:00:00+05:30,2023-03-05 00:00:00+05:30,316
317,9 Welch Pass,Tuscaloosa,Alabama,2056061766,t,2022-10-01 00:00:00+05:30,2022-12-07 00:00:00+05:30,317
318,4 American Ash Junction,Montgomery,Alabama,3342808494,f,2022-11-17 00:00:00+05:30,2022-06-25 00:00:00+05:30,318
319,12109 Little Fleur Drive,Anniston,Alabama,2562220687,f,2022-04-23 00:00:00+05:30,2022-11-04 00:00:00+05:30,319
320,8 Johnson Court,Birmingham,Alabama,2055734479,f,2022-11-16 00:00:00+05:30,2022-04-29 00:00:00+05:30,320
321,901 Debs Hill,Birmingham,Alabama,2058358042,t,2022-09-16 00:00:00+05:30,2022-05-18 00:00:00+05:30,321
322,8 Tennessee Hill,Mobile,Alabama,2517629373,t,2023-01-31 00:00:00+05:30,2022-10-19 00:00:00+05:30,322
323,5707 Columbus Avenue,Tuscaloosa,Alabama,2055526251,t,2022-11-19 00:00:00+05:30,2022-08-13 00:00:00+05:30,323
324,3 Maryland Trail,Birmingham,Alabama,2056195167,t,2023-01-07 00:00:00+05:30,2022-12-12 00:00:00+05:30,324
325,6 Gina Plaza,Birmingham,Alabama,2051281492,f,2023-01-04 00:00:00+05:30,2023-02-23 00:00:00+05:30,325
326,95 Garrison Crossing,Gadsden,Alabama,2566148063,f,2023-01-09 00:00:00+05:30,2022-05-18 00:00:00+05:30,326
327,2656 Melby Pass,Birmingham,Alabama,2054992501,f,2022-09-16 00:00:00+05:30,2022-08-23 00:00:00+05:30,327
328,1900 Donald Alley,Montgomery,Alabama,3347093650,t,2022-07-11 00:00:00+05:30,2022-04-24 00:00:00+05:30,328
329,6129 Roth Center,Montgomery,Alabama,3345371020,f,2022-06-07 00:00:00+05:30,2022-06-04 00:00:00+05:30,329
330,942 Hanover Hill,Mobile,Alabama,2514839483,f,2022-03-17 00:00:00+05:30,2022-10-11 00:00:00+05:30,330
331,5789 Judy Center,Mobile,Alabama,2515567173,f,2022-04-14 00:00:00+05:30,2023-01-20 00:00:00+05:30,331
332,559 Comanche Parkway,Mobile,Alabama,2514540709,t,2022-06-05 00:00:00+05:30,2022-07-29 00:00:00+05:30,332
333,99 Warner Center,Montgomery,Alabama,3344683411,t,2023-01-23 00:00:00+05:30,2022-03-26 00:00:00+05:30,333
334,20 Canary Park,Birmingham,Alabama,2054364650,f,2022-10-07 00:00:00+05:30,2023-03-07 00:00:00+05:30,334
335,38766 Bowman Trail,Anniston,Alabama,2564605525,f,2022-12-31 00:00:00+05:30,2023-01-28 00:00:00+05:30,335
336,436 Kings Center,Huntsville,Alabama,2568676798,f,2022-07-05 00:00:00+05:30,2022-10-01 00:00:00+05:30,336
337,349 Mitchell Street,Montgomery,Alabama,3349972323,t,2022-07-07 00:00:00+05:30,2022-05-19 00:00:00+05:30,337
338,318 Muir Street,Birmingham,Alabama,2055099981,t,2022-05-25 00:00:00+05:30,2022-08-15 00:00:00+05:30,338
339,62 Bay Pass,Mobile,Alabama,2512199568,f,2023-01-22 00:00:00+05:30,2022-09-14 00:00:00+05:30,339
340,2 Debs Pass,Birmingham,Alabama,3344989943,t,2023-03-05 00:00:00+05:30,2023-01-01 00:00:00+05:30,340
341,368 Towne Road,Mobile,Alabama,2514217233,f,2022-04-26 00:00:00+05:30,2022-04-07 00:00:00+05:30,341
342,6109 Blue Bill Park Junction,Montgomery,Alabama,3343282813,t,2023-01-16 00:00:00+05:30,2023-01-18 00:00:00+05:30,342
343,7420 Hoepker Circle,Birmingham,Alabama,2058013502,f,2022-10-26 00:00:00+05:30,2022-06-16 00:00:00+05:30,343
344,220 Mesta Plaza,Anniston,Alabama,2566330656,t,2022-12-23 00:00:00+05:30,2022-08-02 00:00:00+05:30,344
345,3051 Luster Court,Mobile,Alabama,2519993578,f,2022-06-09 00:00:00+05:30,2022-09-16 00:00:00+05:30,345
346,8660 Golf Trail,Montgomery,Alabama,3342889391,t,2022-06-12 00:00:00+05:30,2022-06-30 00:00:00+05:30,346
347,98158 Clarendon Court,Montgomery,Alabama,3341601615,t,2022-09-25 00:00:00+05:30,2022-08-06 00:00:00+05:30,347
348,63 Westerfield Parkway,Huntsville,Alabama,2569623717,f,2022-05-19 00:00:00+05:30,2022-06-15 00:00:00+05:30,348
349,77573 Grim Drive,Mobile,Alabama,2513110144,t,2022-10-06 00:00:00+05:30,2023-03-07 00:00:00+05:30,349
350,12840 Hallows Court,Birmingham,Alabama,2059466661,f,2022-08-01 00:00:00+05:30,2023-02-27 00:00:00+05:30,350
351,1050 American Ash Circle,Montgomery,Alabama,3342070691,f,2022-06-17 00:00:00+05:30,2022-05-16 00:00:00+05:30,351
352,6 Oxford Pass,Montgomery,Alabama,3349331837,t,2022-05-13 00:00:00+05:30,2022-05-31 00:00:00+05:30,352
353,52551 Mendota Trail,Tuscaloosa,Alabama,2053120783,f,2022-07-21 00:00:00+05:30,2023-02-01 00:00:00+05:30,353
354,4202 Boyd Parkway,Birmingham,Alabama,2052789689,f,2023-01-23 00:00:00+05:30,2023-02-26 00:00:00+05:30,354
355,90 Welch Junction,Birmingham,Alabama,2058966256,f,2023-01-26 00:00:00+05:30,2022-08-07 00:00:00+05:30,355
356,77 Linden Avenue,Huntsville,Alabama,2565179770,t,2022-03-24 00:00:00+05:30,2022-10-16 00:00:00+05:30,356
357,98 Del Sol Pass,Huntsville,Alabama,2563198853,t,2022-08-15 00:00:00+05:30,2022-03-15 00:00:00+05:30,357
358,307 Loeprich Avenue,Birmingham,Alabama,2059297111,f,2022-07-12 00:00:00+05:30,2022-11-08 00:00:00+05:30,358
359,274 Sheridan Center,Birmingham,Alabama,2051987465,f,2023-02-17 00:00:00+05:30,2022-05-22 00:00:00+05:30,359
360,41400 Drewry Place,Montgomery,Alabama,3345769252,f,2022-05-27 00:00:00+05:30,2022-08-09 00:00:00+05:30,360
361,413 Fairfield Center,Montgomery,Alabama,3344416034,f,2022-09-12 00:00:00+05:30,2022-11-16 00:00:00+05:30,361
362,884 Bluejay Point,Mobile,Alabama,2517403874,f,2023-02-22 00:00:00+05:30,2022-10-25 00:00:00+05:30,362
363,3 Paget Way,Birmingham,Alabama,2055083070,f,2022-06-16 00:00:00+05:30,2023-01-31 00:00:00+05:30,363
364,79 Maywood Lane,Mobile,Alabama,2516950557,f,2022-09-13 00:00:00+05:30,2022-05-13 00:00:00+05:30,364
365,47 Service Pass,Birmingham,Alabama,2054587674,t,2022-08-15 00:00:00+05:30,2022-10-20 00:00:00+05:30,365
366,0400 Vahlen Plaza,Birmingham,Alabama,2058070250,f,2022-07-25 00:00:00+05:30,2022-06-09 00:00:00+05:30,366
367,5268 Melvin Trail,Gadsden,Alabama,2564964702,t,2022-10-29 00:00:00+05:30,2022-10-07 00:00:00+05:30,367
368,00413 Morrow Place,Huntsville,Alabama,2566596677,f,2023-02-28 00:00:00+05:30,2022-06-01 00:00:00+05:30,368
369,0955 Leroy Plaza,Birmingham,Alabama,2055048014,f,2022-11-25 00:00:00+05:30,2023-02-24 00:00:00+05:30,369
370,4 Thierer Lane,Birmingham,Alabama,2054138070,f,2022-04-02 00:00:00+05:30,2022-03-21 00:00:00+05:30,370
371,72 Lakeland Park,Mobile,Alabama,2518251442,f,2022-03-27 00:00:00+05:30,2022-07-09 00:00:00+05:30,371
372,28 Moland Pass,Montgomery,Alabama,3341168878,f,2022-11-03 00:00:00+05:30,2022-05-24 00:00:00+05:30,372
373,49 Vermont Terrace,Mobile,Alabama,2512908285,f,2022-06-19 00:00:00+05:30,2022-07-19 00:00:00+05:30,373
374,3 Clemons Pass,Birmingham,Alabama,3349170675,t,2022-11-23 00:00:00+05:30,2022-06-22 00:00:00+05:30,374
375,794 Meadow Ridge Plaza,Mobile,Alabama,2512674684,t,2022-12-06 00:00:00+05:30,2022-04-01 00:00:00+05:30,375
376,3 Darwin Center,Huntsville,Alabama,2569407179,t,2022-08-06 00:00:00+05:30,2022-10-25 00:00:00+05:30,376
377,1 Di Loreto Plaza,Birmingham,Alabama,2055810090,f,2023-01-28 00:00:00+05:30,2022-07-10 00:00:00+05:30,377
378,0786 Judy Pass,Huntsville,Alabama,2565598711,f,2023-02-17 00:00:00+05:30,2022-11-21 00:00:00+05:30,378
379,7415 Scofield Court,Gadsden,Alabama,2567626146,t,2022-11-03 00:00:00+05:30,2022-04-21 00:00:00+05:30,379
380,701 Scofield Way,Birmingham,Alabama,2057869699,t,2022-09-19 00:00:00+05:30,2022-10-25 00:00:00+05:30,380
381,1991 Forster Junction,Huntsville,Alabama,2564495613,t,2022-05-09 00:00:00+05:30,2023-02-23 00:00:00+05:30,381
382,6 Ramsey Road,Mobile,Alabama,2511223920,t,2022-06-28 00:00:00+05:30,2022-10-23 00:00:00+05:30,382
383,47 Warrior Plaza,Birmingham,Alabama,2057568179,f,2023-01-18 00:00:00+05:30,2022-12-04 00:00:00+05:30,383
384,05 Marcy Center,Birmingham,Alabama,2051928190,f,2022-12-04 00:00:00+05:30,2022-07-14 00:00:00+05:30,384
385,87 Tomscot Terrace,Birmingham,Alabama,2056254782,t,2022-10-31 00:00:00+05:30,2022-06-04 00:00:00+05:30,385
386,572 Pierstorff Terrace,Huntsville,Alabama,2563792311,t,2022-07-15 00:00:00+05:30,2022-10-22 00:00:00+05:30,386
387,85374 Hermina Alley,Huntsville,Alabama,2564722518,t,2022-11-03 00:00:00+05:30,2022-03-12 00:00:00+05:30,387
388,93 Amoth Hill,Mobile,Alabama,2515638378,t,2022-12-05 00:00:00+05:30,2022-12-28 00:00:00+05:30,388
389,03264 Dixon Park,Tuscaloosa,Alabama,2054092269,t,2023-03-08 00:00:00+05:30,2022-05-03 00:00:00+05:30,389
390,350 Sugar Alley,Montgomery,Alabama,3346740979,t,2022-10-06 00:00:00+05:30,2022-09-25 00:00:00+05:30,390
391,3 Melrose Pass,Montgomery,Alabama,3346342599,t,2022-12-06 00:00:00+05:30,2022-12-08 00:00:00+05:30,391
392,95 Carpenter Place,Montgomery,Alabama,3342078130,t,2022-08-24 00:00:00+05:30,2022-07-08 00:00:00+05:30,392
393,33 Dwight Point,Birmingham,Alabama,2054116448,f,2022-05-26 00:00:00+05:30,2023-02-07 00:00:00+05:30,393
394,13502 Basil Court,Birmingham,Alabama,2052482632,t,2022-10-21 00:00:00+05:30,2022-11-03 00:00:00+05:30,394
395,713 Northport Place,Huntsville,Alabama,2568015669,f,2023-02-03 00:00:00+05:30,2022-12-16 00:00:00+05:30,395
396,50551 Dunning Parkway,Mobile,Alabama,2513559164,t,2022-04-21 00:00:00+05:30,2022-04-11 00:00:00+05:30,396
397,8 Morningstar Alley,Mobile,Alabama,2518818141,t,2022-03-21 00:00:00+05:30,2022-04-17 00:00:00+05:30,397
398,4 Toban Drive,Birmingham,Alabama,2054457396,f,2023-01-26 00:00:00+05:30,2022-12-16 00:00:00+05:30,398
399,5789 Sachs Court,Mobile,Alabama,2517572972,t,2022-06-11 00:00:00+05:30,2022-11-13 00:00:00+05:30,399
400,8443 Morningstar Lane,Huntsville,Alabama,2561216785,t,2023-02-21 00:00:00+05:30,2022-08-18 00:00:00+05:30,400
401,8 Westridge Park,Birmingham,Alabama,2052540504,t,2022-08-31 00:00:00+05:30,2022-06-21 00:00:00+05:30,401
402,49 Vidon Crossing,Birmingham,Alabama,2059955560,t,2023-02-27 00:00:00+05:30,2022-06-26 00:00:00+05:30,402
403,32 Tomscot Alley,Huntsville,Alabama,2563488502,t,2022-05-18 00:00:00+05:30,2022-12-04 00:00:00+05:30,403
404,641 Sullivan Hill,Birmingham,Alabama,2054473102,t,2023-03-06 00:00:00+05:30,2022-11-25 00:00:00+05:30,404
405,2 Cordelia Lane,Montgomery,Alabama,3341309219,f,2022-12-29 00:00:00+05:30,2023-02-05 00:00:00+05:30,405
406,1 Banding Crossing,Birmingham,Alabama,2056258109,t,2022-05-20 00:00:00+05:30,2023-01-15 00:00:00+05:30,406
407,7986 Loftsgordon Place,Mobile,Alabama,2512835741,t,2022-11-14 00:00:00+05:30,2022-06-13 00:00:00+05:30,407
408,78 Wayridge Trail,Birmingham,Alabama,2058533967,t,2022-07-10 00:00:00+05:30,2022-09-09 00:00:00+05:30,408
409,26 Lunder Circle,Montgomery,Alabama,3349526054,t,2022-11-09 00:00:00+05:30,2022-08-23 00:00:00+05:30,409
410,46 Loftsgordon Plaza,Mobile,Alabama,2517661955,f,2023-01-13 00:00:00+05:30,2022-04-16 00:00:00+05:30,410
411,43 Colorado Crossing,Birmingham,Alabama,2059028274,t,2022-11-17 00:00:00+05:30,2022-08-15 00:00:00+05:30,411
412,041 Anderson Park,Tuscaloosa,Alabama,2051274024,t,2023-02-16 00:00:00+05:30,2022-07-13 00:00:00+05:30,412
413,25312 Northwestern Crossing,Montgomery,Alabama,3349963285,f,2022-12-18 00:00:00+05:30,2022-04-21 00:00:00+05:30,413
414,225 Mockingbird Drive,Birmingham,Alabama,2054353636,t,2022-11-09 00:00:00+05:30,2022-12-11 00:00:00+05:30,414
415,72858 Brentwood Center,Montgomery,Alabama,3347243517,t,2023-01-16 00:00:00+05:30,2022-11-18 00:00:00+05:30,415
416,1 Raven Circle,Tuscaloosa,Alabama,2054359906,t,2022-07-18 00:00:00+05:30,2022-12-20 00:00:00+05:30,416
417,170 Grover Lane,Birmingham,Alabama,2051823149,f,2022-11-25 00:00:00+05:30,2022-11-18 00:00:00+05:30,417
418,402 Leroy Way,Birmingham,Alabama,2056104421,f,2022-10-18 00:00:00+05:30,2023-02-27 00:00:00+05:30,418
419,4459 Spenser Crossing,Mobile,Alabama,2518942339,t,2022-10-19 00:00:00+05:30,2022-04-30 00:00:00+05:30,419
420,848 Bunting Crossing,Birmingham,Alabama,2057093871,t,2022-05-25 00:00:00+05:30,2022-05-13 00:00:00+05:30,420
